Cluster_ID,host
Cluster8684,Rhinolophus sinicus
Cluster8688,Rhinolophus sinicus
Cluster8692,Rhinolophus sinicus
Cluster8694,Rhinolophus sinicus
Cluster8695,Rhinolophus sinicus
Cluster8697,Rhinolophus sinicus
Cluster8700,Rhinolophus sinicus
Cluster8703,Rhinolophus sinicus
Cluster8705,Rhinolophus sinicus
Cluster8707,Rhinolophus sinicus
Cluster8709,Rhinolophus sinicus
Cluster8712,Rhinolophus sinicus
Cluster8716,Rhinolophus sinicus
Cluster8718,Rhinolophus sinicus
Cluster8727,Rhinolophus sinicus
Cluster8729,Rhinolophus sinicus
Cluster8730,Rhinolophus sinicus
Cluster8746,Rhinolophus sinicus
Cluster8747,Rhinolophus sinicus
Cluster8756,Rhinolophus sinicus
Cluster8764,Rhinolophus sinicus
Cluster8765,Rhinolophus sinicus
Cluster8768,Rhinolophus sinicus
Cluster8771,Rhinolophus sinicus
Cluster8772,Rhinolophus sinicus
Cluster8773,Rhinolophus sinicus
Cluster8774,Rhinolophus sinicus
Cluster8775,Rhinolophus sinicus
Cluster8776,Rhinolophus sinicus
Cluster8787,Rhinolophus sinicus
Cluster8788,Rhinolophus sinicus
Cluster8796,Rhinolophus sinicus
Cluster8798,Rhinolophus sinicus
Cluster8802,Rhinolophus sinicus
Cluster8804,Rhinolophus sinicus
Cluster8807,Rhinolophus sinicus
Cluster8810,Rhinolophus sinicus
Cluster8811,Rhinolophus sinicus
Cluster8815,Rhinolophus sinicus
Cluster8819,Rhinolophus sinicus
Cluster8824,Rhinolophus sinicus
Cluster8832,Rhinolophus sinicus
Cluster8833,Rhinolophus sinicus
Cluster8837,Rhinolophus sinicus
Cluster8839,Rhinolophus sinicus
Cluster8841,Rhinolophus sinicus
Cluster8848,Rhinolophus sinicus
Cluster8850,Rhinolophus sinicus
Cluster8857,Rhinolophus sinicus
Cluster8858,Rhinolophus sinicus
Cluster8859,Rhinolophus sinicus
Cluster8865,Rhinolophus sinicus
Cluster8867,Rhinolophus sinicus
Cluster8868,Rhinolophus sinicus
Cluster8869,Rhinolophus sinicus
Cluster8881,Rhinolophus sinicus
Cluster8882,Rhinolophus sinicus
Cluster8885,Rhinolophus sinicus
Cluster8887,Rhinolophus sinicus
Cluster8890,Rhinolophus sinicus
Cluster8895,Rhinolophus sinicus
Cluster8899,Rhinolophus sinicus
Cluster8906,Rhinolophus sinicus
Cluster8907,Rhinolophus sinicus
Cluster8910,Rhinolophus sinicus
Cluster8913,Rhinolophus sinicus
Cluster8917,Rhinolophus sinicus
Cluster8924,Rhinolophus sinicus
Cluster8930,Rhinolophus sinicus
Cluster8934,Rhinolophus sinicus
Cluster8935,Rhinolophus sinicus
Cluster8938,Rhinolophus sinicus
Cluster8940,Rhinolophus sinicus
Cluster8943,Rhinolophus sinicus
Cluster8952,Rhinolophus sinicus
Cluster8955,Rhinolophus sinicus
Cluster8958,Rhinolophus sinicus
Cluster8960,Rhinolophus sinicus
Cluster8964,Rhinolophus sinicus
Cluster8965,Rhinolophus sinicus
Cluster8979,Rhinolophus sinicus
Cluster8983,Rhinolophus sinicus
Cluster8990,Rhinolophus sinicus
Cluster8991,Rhinolophus sinicus
Cluster8995,Rhinolophus sinicus
Cluster8998,Rhinolophus sinicus
Cluster9007,Rhinolophus sinicus
Cluster9008,Rhinolophus sinicus
Cluster9009,Rhinolophus sinicus
Cluster9011,Rhinolophus sinicus
Cluster9017,Rhinolophus sinicus
Cluster9021,Rhinolophus sinicus
Cluster9022,Rhinolophus sinicus
Cluster9025,Rhinolophus sinicus
Cluster9029,Rhinolophus sinicus
Cluster9030,Rhinolophus sinicus
Cluster9039,Rhinolophus sinicus
Cluster9043,Rhinolophus sinicus
Cluster9059,Rhinolophus sinicus
Cluster9060,Rhinolophus sinicus
Cluster9061,Rhinolophus sinicus
Cluster9063,Rhinolophus sinicus
Cluster9065,Rhinolophus sinicus
Cluster9066,Rhinolophus sinicus
Cluster9074,Rhinolophus sinicus
Cluster9078,Rhinolophus sinicus
Cluster9081,Rhinolophus sinicus
Cluster9082,Rhinolophus sinicus
Cluster9086,Rhinolophus sinicus
Cluster9090,Rhinolophus sinicus
Cluster9093,Rhinolophus sinicus
Cluster9095,Rhinolophus sinicus
Cluster9096,Rhinolophus sinicus
Cluster9097,Rhinolophus sinicus
Cluster9100,Rhinolophus sinicus
Cluster9107,Rhinolophus sinicus
Cluster9108,Rhinolophus sinicus
Cluster9112,Rhinolophus sinicus
Cluster9113,Rhinolophus sinicus
Cluster9115,Rhinolophus sinicus
Cluster9120,Rhinolophus sinicus
Cluster9123,Rhinolophus sinicus
Cluster9127,Rhinolophus sinicus
Cluster9133,Rhinolophus sinicus
Cluster9134,Rhinolophus sinicus
Cluster9139,Rhinolophus sinicus
Cluster9144,Rhinolophus sinicus
Cluster9147,Rhinolophus sinicus
Cluster9150,Rhinolophus sinicus
Cluster9153,Rhinolophus sinicus
Cluster9157,Rhinolophus sinicus
Cluster9158,Rhinolophus sinicus
Cluster9164,Rhinolophus sinicus
Cluster9166,Rhinolophus sinicus
Cluster9175,Rhinolophus sinicus
Cluster9177,Rhinolophus sinicus
Cluster9178,Rhinolophus sinicus
Cluster9179,Rhinolophus sinicus
Cluster9187,Rhinolophus sinicus
Cluster9195,Rhinolophus sinicus
Cluster9200,Rhinolophus sinicus
Cluster9205,Rhinolophus sinicus
Cluster9207,Rhinolophus sinicus
Cluster9210,Rhinolophus sinicus
Cluster9216,Rhinolophus sinicus
Cluster9219,Rhinolophus sinicus
Cluster9220,Rhinolophus sinicus
Cluster9224,Rhinolophus sinicus
Cluster9229,Rhinolophus sinicus
Cluster9230,Rhinolophus sinicus
Cluster9231,Rhinolophus sinicus
Cluster9237,Rhinolophus sinicus
Cluster9239,Rhinolophus sinicus
Cluster9242,Rhinolophus sinicus
Cluster9247,Rhinolophus sinicus
Cluster9250,Rhinolophus sinicus
Cluster9251,Rhinolophus sinicus
Cluster9253,Rhinolophus sinicus
Cluster9257,Rhinolophus sinicus
Cluster9259,Rhinolophus sinicus
Cluster9265,Rhinolophus sinicus
Cluster9267,Rhinolophus sinicus
Cluster9274,Rhinolophus sinicus
Cluster9278,Rhinolophus sinicus
Cluster9279,Rhinolophus sinicus
Cluster9281,Rhinolophus sinicus
Cluster9288,Rhinolophus sinicus
Cluster9294,Rhinolophus sinicus
Cluster9302,Rhinolophus sinicus
Cluster9303,Rhinolophus sinicus
Cluster9306,Rhinolophus sinicus
Cluster9317,Rhinolophus sinicus
Cluster9324,Rhinolophus sinicus
Cluster9327,Rhinolophus sinicus
Cluster9330,Rhinolophus sinicus
Cluster9333,Rhinolophus sinicus
Cluster9343,Rhinolophus sinicus
Cluster9347,Rhinolophus sinicus
Cluster9351,Rhinolophus sinicus
Cluster9352,Rhinolophus sinicus
Cluster9355,Rhinolophus sinicus
Cluster9357,Rhinolophus sinicus
Cluster9366,Rhinolophus sinicus
Cluster9367,Rhinolophus sinicus
Cluster9370,Rhinolophus sinicus
Cluster9373,Rhinolophus sinicus
Cluster9377,Rhinolophus sinicus
Cluster9381,Rhinolophus sinicus
Cluster9382,Rhinolophus sinicus
Cluster9386,Rhinolophus sinicus
Cluster9388,Rhinolophus sinicus
Cluster9389,Rhinolophus sinicus
Cluster9391,Rhinolophus sinicus
Cluster9392,Rhinolophus sinicus
Cluster9398,Rhinolophus sinicus
Cluster9402,Rhinolophus sinicus
Cluster9404,Rhinolophus sinicus
Cluster9405,Rhinolophus sinicus
Cluster9408,Rhinolophus sinicus
Cluster9414,Rhinolophus sinicus
Cluster9421,Rhinolophus sinicus
Cluster9422,Rhinolophus sinicus
Cluster9426,Rhinolophus sinicus
Cluster9428,Rhinolophus sinicus
Cluster9434,Rhinolophus sinicus
Cluster9436,Rhinolophus sinicus
Cluster9438,Rhinolophus sinicus
Cluster9439,Rhinolophus sinicus
Cluster9442,Rhinolophus sinicus
Cluster9445,Rhinolophus sinicus
Cluster9447,Rhinolophus sinicus
Cluster9449,Rhinolophus sinicus
Cluster9450,Rhinolophus sinicus
Cluster9456,Rhinolophus sinicus
Cluster9457,Rhinolophus sinicus
Cluster9458,Rhinolophus sinicus
Cluster9461,Rhinolophus sinicus
Cluster9462,Rhinolophus sinicus
Cluster9464,Rhinolophus sinicus
Cluster9466,Rhinolophus sinicus
Cluster9469,Rhinolophus sinicus
Cluster9471,Rhinolophus sinicus
Cluster9473,Rhinolophus sinicus
Cluster9477,Rhinolophus sinicus
Cluster9480,Rhinolophus sinicus
Cluster9481,Rhinolophus sinicus
Cluster9485,Rhinolophus sinicus
Cluster9496,Rhinolophus sinicus
Cluster9499,Rhinolophus sinicus
Cluster9501,Rhinolophus sinicus
Cluster9503,Rhinolophus sinicus
Cluster9504,Rhinolophus sinicus
Cluster9505,Rhinolophus sinicus
Cluster9506,Rhinolophus sinicus
Cluster9510,Rhinolophus sinicus
Cluster9516,Rhinolophus sinicus
Cluster9520,Rhinolophus sinicus
Cluster9521,Rhinolophus sinicus
Cluster9528,Rhinolophus sinicus
Cluster9533,Rhinolophus sinicus
Cluster9536,Rhinolophus sinicus
Cluster9549,Rhinolophus sinicus
Cluster9551,Rhinolophus sinicus
Cluster9555,Rhinolophus sinicus
Cluster9559,Rhinolophus sinicus
Cluster9561,Rhinolophus sinicus
Cluster9563,Rhinolophus sinicus
Cluster9564,Rhinolophus sinicus
Cluster9565,Rhinolophus sinicus
Cluster9568,Rhinolophus sinicus
Cluster9571,Rhinolophus sinicus
Cluster9574,Rhinolophus sinicus
Cluster9583,Rhinolophus sinicus
Cluster9584,Rhinolophus sinicus
Cluster9587,Rhinolophus sinicus
Cluster9590,Rhinolophus sinicus
Cluster9595,Rhinolophus sinicus
Cluster9598,Rhinolophus sinicus
Cluster9604,Rhinolophus sinicus
Cluster9608,Rhinolophus sinicus
Cluster9609,Rhinolophus sinicus
Cluster9620,Rhinolophus sinicus
Cluster9622,Rhinolophus sinicus
Cluster9629,Rhinolophus sinicus
Cluster9632,Rhinolophus sinicus
Cluster9638,Rhinolophus sinicus
Cluster9640,Rhinolophus sinicus
Cluster9642,Rhinolophus sinicus
Cluster9645,Rhinolophus sinicus
Cluster9649,Rhinolophus sinicus
Cluster9651,Rhinolophus sinicus
Cluster9655,Rhinolophus sinicus
Cluster9657,Rhinolophus sinicus
Cluster9658,Rhinolophus sinicus
Cluster9670,Rhinolophus sinicus
Cluster9683,Rhinolophus sinicus
Cluster9686,Rhinolophus sinicus
Cluster9687,Rhinolophus sinicus
Cluster9688,Rhinolophus sinicus
Cluster9690,Rhinolophus sinicus
Cluster9693,Rhinolophus sinicus
Cluster9695,Rhinolophus sinicus
Cluster9698,Rhinolophus sinicus
Cluster9705,Rhinolophus sinicus
Cluster9709,Rhinolophus sinicus
Cluster9716,Rhinolophus sinicus
Cluster9719,Rhinolophus sinicus
Cluster9723,Rhinolophus sinicus
Cluster9726,Rhinolophus sinicus
Cluster9729,Rhinolophus sinicus
Cluster9731,Rhinolophus sinicus
Cluster9732,Rhinolophus sinicus
Cluster9735,Rhinolophus sinicus
Cluster9738,Rhinolophus sinicus
Cluster9739,Rhinolophus sinicus
Cluster9743,Rhinolophus sinicus
Cluster9747,Rhinolophus sinicus
Cluster9748,Rhinolophus sinicus
Cluster9749,Rhinolophus sinicus
Cluster9751,Rhinolophus sinicus
Cluster9753,Rhinolophus sinicus
Cluster9756,Rhinolophus sinicus
Cluster9759,Rhinolophus sinicus
Cluster9761,Rhinolophus sinicus
Cluster9762,Rhinolophus sinicus
Cluster9765,Rhinolophus sinicus
Cluster9766,Rhinolophus sinicus
Cluster9777,Rhinolophus sinicus
Cluster9780,Rhinolophus sinicus
Cluster9795,Rhinolophus sinicus
Cluster9798,Rhinolophus sinicus
Cluster9799,Rhinolophus sinicus
Cluster9800,Rhinolophus sinicus
Cluster9806,Rhinolophus sinicus
Cluster9812,Rhinolophus sinicus
Cluster9817,Rhinolophus sinicus
Cluster9825,Rhinolophus sinicus
Cluster9826,Rhinolophus sinicus
Cluster9828,Rhinolophus sinicus
Cluster9831,Rhinolophus sinicus
Cluster9832,Rhinolophus sinicus
Cluster9835,Rhinolophus sinicus
Cluster9840,Rhinolophus sinicus
Cluster9846,Rhinolophus sinicus
Cluster9848,Rhinolophus sinicus
Cluster9850,Rhinolophus sinicus
Cluster9854,Rhinolophus sinicus
Cluster9856,Rhinolophus sinicus
Cluster9858,Rhinolophus sinicus
Cluster9859,Rhinolophus sinicus
Cluster9860,Rhinolophus sinicus
Cluster9863,Rhinolophus sinicus
Cluster9868,Rhinolophus sinicus
Cluster9870,Rhinolophus sinicus
Cluster9876,Rhinolophus sinicus
Cluster9882,Rhinolophus sinicus
Cluster9883,Rhinolophus sinicus
Cluster9885,Rhinolophus sinicus
Cluster9887,Rhinolophus sinicus
Cluster9894,Rhinolophus sinicus
Cluster9896,Rhinolophus sinicus
Cluster9901,Rhinolophus sinicus
Cluster9905,Rhinolophus sinicus
Cluster9914,Rhinolophus sinicus
Cluster9916,Rhinolophus sinicus
Cluster9918,Rhinolophus sinicus
Cluster9919,Rhinolophus sinicus
Cluster9923,Rhinolophus sinicus
Cluster9924,Rhinolophus sinicus
Cluster9925,Rhinolophus sinicus
Cluster9930,Rhinolophus sinicus
Cluster9932,Rhinolophus sinicus
Cluster9935,Rhinolophus sinicus
Cluster9936,Rhinolophus sinicus
Cluster9940,Rhinolophus sinicus
Cluster9954,Rhinolophus sinicus
Cluster9956,Rhinolophus sinicus
Cluster9963,Rhinolophus sinicus
Cluster9964,Rhinolophus sinicus
Cluster9970,Rhinolophus sinicus
Cluster9976,Rhinolophus sinicus
Cluster9979,Rhinolophus sinicus
Cluster9980,Rhinolophus sinicus
Cluster9981,Rhinolophus sinicus
Cluster9986,Rhinolophus sinicus
Cluster9987,Rhinolophus sinicus
Cluster9988,Rhinolophus sinicus
Cluster9990,Rhinolophus sinicus
Cluster9993,Rhinolophus sinicus
Cluster9994,Rhinolophus sinicus
Cluster9995,Rhinolophus sinicus
Cluster9996,Rhinolophus sinicus
Cluster9998,Rhinolophus sinicus
Cluster10008,Rhinolophus sinicus
Cluster10009,Rhinolophus sinicus
Cluster10014,Rhinolophus sinicus
Cluster10026,Rhinolophus sinicus
Cluster10028,Rhinolophus sinicus
Cluster10032,Rhinolophus sinicus
Cluster10034,Rhinolophus sinicus
Cluster10039,Rhinolophus sinicus
Cluster10041,Rhinolophus sinicus
Cluster10043,Rhinolophus sinicus
Cluster10044,Rhinolophus sinicus
Cluster10046,Rhinolophus sinicus
Cluster10047,Rhinolophus sinicus
Cluster10053,Rhinolophus sinicus
Cluster10055,Rhinolophus sinicus
Cluster10057,Rhinolophus sinicus
Cluster10059,Rhinolophus sinicus
Cluster10061,Rhinolophus sinicus
Cluster10062,Rhinolophus sinicus
Cluster10067,Rhinolophus sinicus
Cluster10069,Rhinolophus sinicus
Cluster10071,Rhinolophus sinicus
Cluster10074,Rhinolophus sinicus
Cluster10078,Rhinolophus sinicus
Cluster10080,Rhinolophus sinicus
Cluster10083,Rhinolophus sinicus
Cluster10086,Rhinolophus sinicus
Cluster10088,Rhinolophus sinicus
Cluster10091,Rhinolophus sinicus
Cluster10092,Rhinolophus sinicus
Cluster10094,Rhinolophus sinicus
Cluster10100,Rhinolophus sinicus
Cluster10101,Rhinolophus sinicus
Cluster10104,Rhinolophus sinicus
Cluster10107,Rhinolophus sinicus
Cluster10112,Rhinolophus sinicus
Cluster10114,Rhinolophus sinicus
Cluster10116,Rhinolophus sinicus
Cluster10119,Rhinolophus sinicus
Cluster10120,Rhinolophus sinicus
Cluster10129,Rhinolophus sinicus
Cluster10130,Rhinolophus sinicus
Cluster10134,Rhinolophus sinicus
Cluster10144,Rhinolophus sinicus
Cluster10152,Rhinolophus sinicus
Cluster10153,Rhinolophus sinicus
Cluster10160,Rhinolophus sinicus
Cluster10162,Rhinolophus sinicus
Cluster10164,Rhinolophus sinicus
Cluster10168,Rhinolophus sinicus
Cluster10170,Rhinolophus sinicus
Cluster10172,Rhinolophus sinicus
Cluster10173,Rhinolophus sinicus
Cluster10175,Rhinolophus sinicus
Cluster10176,Rhinolophus sinicus
Cluster10177,Rhinolophus sinicus
Cluster10182,Rhinolophus sinicus
Cluster10183,Rhinolophus sinicus
Cluster10185,Rhinolophus sinicus
Cluster10188,Rhinolophus sinicus
Cluster10192,Rhinolophus sinicus
Cluster10195,Rhinolophus sinicus
Cluster10197,Rhinolophus sinicus
Cluster10198,Rhinolophus sinicus
Cluster10202,Rhinolophus sinicus
Cluster10205,Rhinolophus sinicus
Cluster10207,Rhinolophus sinicus
Cluster10210,Rhinolophus sinicus
Cluster10213,Rhinolophus sinicus
Cluster10214,Rhinolophus sinicus
Cluster10215,Rhinolophus sinicus
Cluster10222,Rhinolophus sinicus
Cluster10227,Rhinolophus sinicus
Cluster10228,Rhinolophus sinicus
Cluster10232,Rhinolophus sinicus
Cluster10249,Rhinolophus sinicus
Cluster10252,Rhinolophus sinicus
Cluster10254,Rhinolophus sinicus
Cluster10259,Rhinolophus sinicus
Cluster10260,Rhinolophus sinicus
Cluster10264,Rhinolophus sinicus
Cluster10275,Rhinolophus sinicus
Cluster10280,Rhinolophus sinicus
Cluster10284,Rhinolophus sinicus
Cluster10286,Rhinolophus sinicus
Cluster10287,Rhinolophus sinicus
Cluster10289,Rhinolophus sinicus
Cluster10291,Rhinolophus sinicus
Cluster10293,Rhinolophus sinicus
Cluster10297,Rhinolophus sinicus
Cluster10304,Rhinolophus sinicus
Cluster10305,Rhinolophus sinicus
Cluster10313,Rhinolophus sinicus
Cluster10317,Rhinolophus sinicus
Cluster10322,Rhinolophus sinicus
Cluster10323,Rhinolophus sinicus
Cluster10337,Rhinolophus sinicus
Cluster10338,Rhinolophus sinicus
Cluster10340,Rhinolophus sinicus
Cluster10343,Rhinolophus sinicus
Cluster10346,Rhinolophus sinicus
Cluster10347,Rhinolophus sinicus
Cluster10351,Rhinolophus sinicus
Cluster10353,Rhinolophus sinicus
Cluster10354,Rhinolophus sinicus
Cluster10359,Rhinolophus sinicus
Cluster10361,Rhinolophus sinicus
Cluster10362,Rhinolophus sinicus
Cluster10363,Rhinolophus sinicus
Cluster10364,Rhinolophus sinicus
Cluster10366,Rhinolophus sinicus
Cluster10368,Rhinolophus sinicus
Cluster10371,Rhinolophus sinicus
Cluster10372,Rhinolophus sinicus
Cluster10373,Rhinolophus sinicus
Cluster10380,Rhinolophus sinicus
Cluster10394,Rhinolophus sinicus
Cluster10396,Rhinolophus sinicus
Cluster10397,Rhinolophus sinicus
Cluster10399,Rhinolophus sinicus
Cluster10400,Rhinolophus sinicus
Cluster10401,Rhinolophus sinicus
Cluster10403,Rhinolophus sinicus
Cluster10406,Rhinolophus sinicus
Cluster10407,Rhinolophus sinicus
Cluster10410,Rhinolophus sinicus
Cluster10413,Rhinolophus sinicus
Cluster10415,Rhinolophus sinicus
Cluster10427,Rhinolophus sinicus
Cluster10431,Rhinolophus sinicus
Cluster10433,Rhinolophus sinicus
Cluster10437,Rhinolophus sinicus
Cluster10439,Rhinolophus sinicus
Cluster10441,Rhinolophus sinicus
Cluster10447,Rhinolophus sinicus
Cluster10455,Rhinolophus sinicus
Cluster10456,Rhinolophus sinicus
Cluster10468,Rhinolophus sinicus
Cluster10469,Rhinolophus sinicus
Cluster10471,Rhinolophus sinicus
Cluster10474,Rhinolophus sinicus
Cluster10475,Rhinolophus sinicus
Cluster10483,Rhinolophus sinicus
Cluster10485,Rhinolophus sinicus
Cluster10493,Rhinolophus sinicus
Cluster10495,Rhinolophus sinicus
Cluster10500,Rhinolophus sinicus
Cluster10503,Rhinolophus sinicus
Cluster10504,Rhinolophus sinicus
Cluster10505,Rhinolophus sinicus
Cluster10506,Rhinolophus sinicus
Cluster10508,Rhinolophus sinicus
Cluster10509,Rhinolophus sinicus
Cluster10520,Rhinolophus sinicus
Cluster10523,Rhinolophus sinicus
Cluster10526,Rhinolophus sinicus
Cluster10527,Rhinolophus sinicus
Cluster10528,Rhinolophus sinicus
Cluster10530,Rhinolophus sinicus
Cluster10532,Rhinolophus sinicus
Cluster10535,Rhinolophus sinicus
Cluster10536,Rhinolophus sinicus
Cluster10540,Rhinolophus sinicus
Cluster10544,Rhinolophus sinicus
Cluster10551,Rhinolophus sinicus
Cluster10554,Rhinolophus sinicus
Cluster10557,Rhinolophus sinicus
Cluster10559,Rhinolophus sinicus
Cluster10560,Rhinolophus sinicus
Cluster10569,Rhinolophus sinicus
Cluster10570,Rhinolophus sinicus
Cluster10572,Rhinolophus sinicus
Cluster10573,Rhinolophus sinicus
Cluster10578,Rhinolophus sinicus
Cluster10586,Rhinolophus sinicus
Cluster10587,Rhinolophus sinicus
Cluster10588,Rhinolophus sinicus
Cluster10595,Rhinolophus sinicus
Cluster10598,Rhinolophus sinicus
Cluster10600,Rhinolophus sinicus
Cluster10602,Rhinolophus sinicus
Cluster10604,Rhinolophus sinicus
Cluster10607,Rhinolophus sinicus
Cluster10611,Rhinolophus sinicus
Cluster10613,Rhinolophus sinicus
Cluster10628,Rhinolophus sinicus
Cluster10629,Rhinolophus sinicus
Cluster10630,Rhinolophus sinicus
Cluster10633,Rhinolophus sinicus
Cluster10635,Rhinolophus sinicus
Cluster10636,Rhinolophus sinicus
Cluster10637,Rhinolophus sinicus
Cluster10641,Rhinolophus sinicus
Cluster10647,Rhinolophus sinicus
Cluster10650,Rhinolophus sinicus
Cluster10652,Rhinolophus sinicus
Cluster10655,Rhinolophus sinicus
Cluster10665,Rhinolophus sinicus
Cluster10674,Rhinolophus sinicus
Cluster10683,Rhinolophus sinicus
Cluster10684,Rhinolophus sinicus
Cluster10688,Rhinolophus sinicus
Cluster10690,Rhinolophus sinicus
Cluster10692,Rhinolophus sinicus
Cluster10693,Rhinolophus sinicus
Cluster10695,Rhinolophus sinicus
Cluster10698,Rhinolophus sinicus
Cluster10699,Rhinolophus sinicus
Cluster10701,Rhinolophus sinicus
Cluster10703,Rhinolophus sinicus
Cluster10704,Rhinolophus sinicus
Cluster10708,Rhinolophus sinicus
Cluster10719,Rhinolophus sinicus
Cluster10732,Rhinolophus sinicus
Cluster10734,Rhinolophus sinicus
Cluster10735,Rhinolophus sinicus
Cluster10736,Rhinolophus sinicus
Cluster10737,Rhinolophus sinicus
Cluster10738,Rhinolophus sinicus
Cluster10741,Rhinolophus sinicus
Cluster10744,Rhinolophus sinicus
Cluster10750,Rhinolophus sinicus
Cluster10754,Rhinolophus sinicus
Cluster10758,Rhinolophus sinicus
Cluster10759,Rhinolophus sinicus
Cluster10760,Rhinolophus sinicus
Cluster10763,Rhinolophus sinicus
Cluster10767,Rhinolophus sinicus
Cluster10770,Rhinolophus sinicus
Cluster10773,Rhinolophus sinicus
Cluster10774,Rhinolophus sinicus
Cluster10777,Rhinolophus sinicus
Cluster10783,Rhinolophus sinicus
Cluster10796,Rhinolophus sinicus
Cluster10799,Rhinolophus sinicus
Cluster10801,Rhinolophus sinicus
Cluster10802,Rhinolophus sinicus
Cluster10808,Rhinolophus sinicus
Cluster10810,Rhinolophus sinicus
Cluster10812,Rhinolophus sinicus
Cluster10817,Rhinolophus sinicus
Cluster10822,Rhinolophus sinicus
Cluster10823,Rhinolophus sinicus
Cluster10824,Rhinolophus sinicus
Cluster10825,Rhinolophus sinicus
Cluster10828,Rhinolophus sinicus
Cluster10831,Rhinolophus sinicus
Cluster10832,Rhinolophus sinicus
Cluster10834,Rhinolophus sinicus
Cluster10836,Rhinolophus sinicus
Cluster10837,Rhinolophus sinicus
Cluster10839,Rhinolophus sinicus
Cluster10840,Rhinolophus sinicus
Cluster10843,Rhinolophus sinicus
Cluster10845,Rhinolophus sinicus
Cluster10855,Rhinolophus sinicus
Cluster10861,Rhinolophus sinicus
Cluster10862,Rhinolophus sinicus
Cluster10870,Rhinolophus sinicus
Cluster10873,Rhinolophus sinicus
Cluster10876,Rhinolophus sinicus
Cluster10885,Rhinolophus sinicus
Cluster10888,Rhinolophus sinicus
Cluster10890,Rhinolophus sinicus
Cluster10892,Rhinolophus sinicus
Cluster10894,Rhinolophus sinicus
Cluster10902,Rhinolophus sinicus
Cluster10904,Rhinolophus sinicus
Cluster10916,Rhinolophus sinicus
Cluster10921,Rhinolophus sinicus
Cluster10922,Rhinolophus sinicus
Cluster10926,Rhinolophus sinicus
Cluster10932,Rhinolophus sinicus
Cluster10937,Rhinolophus sinicus
Cluster10940,Rhinolophus sinicus
Cluster10943,Rhinolophus sinicus
Cluster10945,Rhinolophus sinicus
Cluster10947,Rhinolophus sinicus
Cluster10949,Rhinolophus sinicus
Cluster10953,Rhinolophus sinicus
Cluster10956,Rhinolophus sinicus
Cluster10958,Rhinolophus sinicus
Cluster10963,Rhinolophus sinicus
Cluster10965,Rhinolophus sinicus
Cluster10966,Rhinolophus sinicus
Cluster10968,Rhinolophus sinicus
Cluster10969,Rhinolophus sinicus
Cluster10970,Rhinolophus sinicus
Cluster10974,Rhinolophus sinicus
Cluster10975,Rhinolophus sinicus
Cluster10976,Rhinolophus sinicus
Cluster10978,Rhinolophus sinicus
Cluster10984,Rhinolophus sinicus
Cluster10988,Rhinolophus sinicus
Cluster10996,Rhinolophus sinicus
Cluster11000,Rhinolophus sinicus
Cluster11008,Rhinolophus sinicus
Cluster11009,Rhinolophus sinicus
Cluster11014,Rhinolophus sinicus
Cluster11015,Rhinolophus sinicus
Cluster11018,Rhinolophus sinicus
Cluster11019,Rhinolophus sinicus
Cluster11021,Rhinolophus sinicus
Cluster11024,Rhinolophus sinicus
Cluster11031,Rhinolophus sinicus
Cluster11041,Rhinolophus sinicus
Cluster11045,Rhinolophus sinicus
Cluster11049,Rhinolophus sinicus
Cluster11054,Rhinolophus sinicus
Cluster11059,Rhinolophus sinicus
Cluster11064,Rhinolophus sinicus
Cluster11065,Rhinolophus sinicus
Cluster11070,Rhinolophus sinicus
Cluster11077,Rhinolophus sinicus
Cluster11081,Rhinolophus sinicus
Cluster11083,Rhinolophus sinicus
Cluster11085,Rhinolophus sinicus
Cluster11086,Rhinolophus sinicus
Cluster11087,Rhinolophus sinicus
Cluster11088,Rhinolophus sinicus
Cluster11089,Rhinolophus sinicus
Cluster11090,Rhinolophus sinicus
Cluster11092,Rhinolophus sinicus
Cluster11094,Rhinolophus sinicus
Cluster11097,Rhinolophus sinicus
Cluster11105,Rhinolophus sinicus
Cluster11106,Rhinolophus sinicus
Cluster11113,Rhinolophus sinicus
Cluster11118,Rhinolophus sinicus
Cluster11125,Rhinolophus sinicus
Cluster11133,Rhinolophus sinicus
Cluster11138,Rhinolophus sinicus
Cluster11142,Rhinolophus sinicus
Cluster11143,Rhinolophus sinicus
Cluster11145,Rhinolophus sinicus
Cluster11147,Rhinolophus sinicus
Cluster11148,Rhinolophus sinicus
Cluster11151,Rhinolophus sinicus
Cluster11152,Rhinolophus sinicus
Cluster11164,Rhinolophus sinicus
Cluster11167,Rhinolophus sinicus
Cluster11169,Rhinolophus sinicus
Cluster11170,Rhinolophus sinicus
Cluster11173,Rhinolophus sinicus
Cluster11174,Rhinolophus sinicus
Cluster11177,Rhinolophus sinicus
Cluster11181,Rhinolophus sinicus
Cluster11188,Rhinolophus sinicus
Cluster11189,Rhinolophus sinicus
Cluster11190,Rhinolophus sinicus
Cluster11192,Rhinolophus sinicus
Cluster11196,Rhinolophus sinicus
Cluster11199,Rhinolophus sinicus
Cluster11200,Rhinolophus sinicus
Cluster11206,Rhinolophus sinicus
Cluster11207,Rhinolophus sinicus
Cluster11209,Rhinolophus sinicus
Cluster11211,Rhinolophus sinicus
Cluster11218,Rhinolophus sinicus
Cluster11222,Rhinolophus sinicus
Cluster11229,Rhinolophus sinicus
Cluster11241,Rhinolophus sinicus
Cluster11244,Rhinolophus sinicus
